id,created_at,text
857232799455215616,2017-04-26 14:00:00,b'Cells divide to multiply'
856947328690925568,2017-04-25 19:05:39,b'Being born poor is like starting the game on hard mode. \nBeing born rich is like playing easy with tutorial enabled.'
856946635355639810,2017-04-25 19:02:53,b'what if you dog just walked up to you one day and said \xe2\x80\x9cnobody will ever believe you\xe2\x80\x9d and then never spoke again'
856874479905120256,2017-04-25 14:16:10,b'No one deals with rejection more than Internet Explorer requesting to be your default browser..'
856049865750654976,2017-04-23 07:39:27,b'The only thing I am serious about in my life ismaking sure that I wear the right earphone on right ear and left one on my left.'
855855011741544451,2017-04-22 18:45:10,"b'All research on cancer has now stopped. Thanks to people posting ""fuck cancer"" on internet. Cancer has been fucked. Wish we did this earlier'"
855853328663801856,2017-04-22 18:38:29,b'It would be cool if after you died you could see the top 5 times you almost died'
855656648886685697,2017-04-22 05:36:57,"b""please motivate fat people to stay fat because soon we'll need an alternative once we run out of coal."""
855063003745718277,2017-04-20 14:18:01,b'isis claims more responsibilities than most grown ups in relationships.'
855062818290270212,2017-04-20 14:17:16,"b'""well, buddha said be cal..."" \nit was easy for buddha to say shit in 500 BC.\n i bet he\'d go ""fuck all of you"" while stuck in traffic'"
855061887494619136,2017-04-20 14:13:34,"b""See if you really wanna die, please die on a sunday. don't make people take a casual leave for you. try not to be that dead body."""
855060174519898113,2017-04-20 14:06:46,b'Do you ever drop something and instead of picking it back up you just stare at on the ground and think about what a failure you are?'
855059971398094850,2017-04-20 14:05:58,b'You do not have to attend every argument you are invited to.'
854411481085075457,2017-04-18 19:09:05,"b'Tall, dark and handsome. A strong, silent type. Women are looking for trees'"
854355873208184834,2017-04-18 15:28:07,b'If WW3 starts and they want to draft one male from each household you better believe I\xe2\x80\x99m using the \xe2\x80\x9cDon\xe2\x80\x99t assume my gender line\xe2\x80\x9d.'
854355620392296448,2017-04-18 15:27:07,b'It\xe2\x80\x99s pretty ironic that the internet was created to save time.'
853207646547185664,2017-04-15 11:25:29,b'I hate it when kids scream in public! You have no REAL problems. It should be me screaming\xe2\x80\xa6'
851121260415340545,2017-04-09 17:14:56,"b'To get a loan, you need to prove that you don\xe2\x80\x99t need a loan.'"
849970025675051008,2017-04-06 13:00:20,b'Hitler was a bad guy because he killed the guy who killed Hitler.'
849946873146331137,2017-04-06 11:28:20,"b""Japan during WWII: what're your super powers again?\n\nNazi Germany: I'm Reich"""
849944681144340485,2017-04-06 11:19:37,b'I used to think that people who fight over religions are dumb.Then I saw people fighting over marvel and dc.'
849306340317159424,2017-04-04 17:03:05,"b'I hope when I die, that it\xe2\x80\x99s early in the morning so I don\xe2\x80\x99t have to go to work that day for no reason.'"
849305923826987008,2017-04-04 17:01:26,b'8th grade is last place you make genuine friends. After that everyone is a business partner.'
848895120581824512,2017-04-03 13:49:03,"b'Ever since Pluto was declared that it was not a planet, everything started to go downhill.'"
848894702057291777,2017-04-03 13:47:23,"b'Mirrors don\xe2\x80\x99t really break, they just multiply'"
848894339635916800,2017-04-03 13:45:56,"b'Americans make fun of Indians for being angry that they eat beef, only to be disgusted that Chinese eat dogs and cats.\n\nDouble Standards?'"
848556856322686979,2017-04-02 15:24:54,"b'Kids wanna be teenagers, adults wanna be teenagers again. Everybody wants to be a teenager, except teenagers'"
848511592430002178,2017-04-02 12:25:02,b'It\xe2\x80\x99s always April fools when your whole life is a joke.'
848511489644384262,2017-04-02 12:24:38,b'Asking another person out solely because they are attractive is like applying for a job just because the building looks cool.'
848192260504244224,2017-04-01 15:16:08,b'Samsung: you need 4 jacks for all your friends.\n\nApple: lets face reality... you dont have friends.'
848183799661940737,2017-04-01 14:42:30,"b""Good porn is hard to finish because it's easy to finish."""
848182658031132672,2017-04-01 14:37:58,"b""If a bicycle is called a bike. And a tricycle a trike. Shouldn't a motorcycle be called a mike?"""
848181259041988608,2017-04-01 14:32:25,"b'Give a man a bro, he\xe2\x80\x99ll chill for a day. Teach a man to chill, he\xe2\x80\x99ll have bros for life.'"
848180867562442752,2017-04-01 14:30:51,b'Its sad that April 1st is the only day of the year where people actually question validity of the news they read.'
847798777213837312,2017-03-31 13:12:34,b'Elon Musk is only one tragic story away from becoming a super villain'
847796889814798338,2017-03-31 13:05:04,b'The hospital I was born in is the only building I\xe2\x80\x99ve left but never entered'
847796158240051201,2017-03-31 13:02:10,"b'Everytime condom worked, the company lost at least one potential customer.'"
847449090078027778,2017-03-30 14:03:02,"b""People always want the rarest stuff, unless it's a medical condition."""
847444612473999360,2017-03-30 13:45:15,b'You are only friends with some people because you see them 5 days a week.'
847444020427083776,2017-03-30 13:42:53,b'2017 will one day feel as distant as 1917'
847443401515585540,2017-03-30 13:40:26,b'If everyone was forced to carry around a little puppy everywhere they went there would be way less violence in the world'
847090995695116289,2017-03-29 14:20:06,"b""A big milestone of male maturity is when you stop putting up with annoying girls because they're hot"""
847090079168430080,2017-03-29 14:16:27,b'There are more than 7 billion different versions of today'
847089887371296768,2017-03-29 14:15:41,"b'\xe2\x80\x9cThe early bird catches the worm\xe2\x80\x9d, they told you, but they never tell \xe2\x80\x9cThe early worm gets caught\xe2\x80\x9d'"
846739440508768256,2017-03-28 15:03:08,"b'If life gives you lemons, freeze them and throw them as hard as possible at the people making your life difficult.'"
846738969362608132,2017-03-28 15:01:16,b'All milk is breast milk'
846738499269222400,2017-03-28 14:59:24,b'Anxiety is actually your brain coming up with Fake News.'
846737857171668994,2017-03-28 14:56:51,b'Attractive doctors and nurses probably never get accurate pulse readings from their patients.'
846536780925034501,2017-03-28 01:37:51,"b'At the end of the day, life should ask us, \xe2\x80\x98Do you want to save the changes?\xe2\x80\x99'"
846352905162674176,2017-03-27 13:27:11,"b'We dream of making Mars more like Earth, while we continue to make Earth more like Mars.'"
846352472163729408,2017-03-27 13:25:28,b'Frames per second is just resolution for the 4th dimension.'
845939223215661056,2017-03-26 10:03:22,"b'In order to be popular on Instagram, normal people have to appear like celebrities, and celebrities have to appear like normal people.'"
845937519606874113,2017-03-26 09:56:36,b'An illegal immigrant has never taken or stolen anyone\xe2\x80\x99s job. \n\nThose jobs are given to them by your fellow countrymen.'
845934055002689536,2017-03-26 09:42:50,"b""There's a parallel universe where fictional characters are real &amp; real people are fictional &amp; your favorite character runs a blog about you."""
845693943396384768,2017-03-25 17:48:42,b'What if dinosaur bones were only found on Earth because aliens used this planet as a pet cemetery?'
845688830183247874,2017-03-25 17:28:23,"b'If you get a bigger bed, you have more bed room but lesser bedroom'"
845684815164854274,2017-03-25 17:12:26,b'Aren\xe2\x80\x99t we all currently just experiencing our life flash before our eyes before we die.'
845617914866753536,2017-03-25 12:46:36,b'500 Likes and I become active on Twitter again'
840467013453676544,2017-03-11 07:38:45,b'Women are equal to men\n\n*Calls a man to fix the broken car*'
840236322895863809,2017-03-10 16:22:04,"b""Stop bullying fat people, it isn't funny\n\nThey have enough on their plate anyway."""
839519468204195840,2017-03-08 16:53:33,"b""Money can't buy happiness but... neither can not having money so really it's better to just have money"""
838618602727178240,2017-03-06 05:13:50,"b'Technically, All of the money you have ever spent on food has been flushed down the toilet.'"
837359395881250817,2017-03-02 17:50:12,b'If Russia became the Soviet Union again it would be the Soviet Reunion'
837359229707124736,2017-03-02 17:49:32,b'Children in the backseat can cause accidents. Accidents in the backseat can cause children.'
837359119162048512,2017-03-02 17:49:06,b'The first guy to hear a parrot talk probably was not okay for a few days'
837105163131305984,2017-03-02 00:59:58,"b""every single person you've ever loved will either go to your funeral or you will go to theirs."""
836946739621920769,2017-03-01 14:30:27,"b'Instead of teaching kids that everybody is equal, we should teach them that everybody is different and that is ok.'"
836561039709900800,2017-02-28 12:57:49,b'Taxes are just a monthly subscription to live in a country.'
836212577097121792,2017-02-27 13:53:09,"b""If a naked woman wears sunglasses it's like she's wearing the opposite of a burqa"""
835832802146988032,2017-02-26 12:44:03,"b'If cats could text you back, they probably wouldn\xe2\x80\x99t.'"
835805219053268993,2017-02-26 10:54:27,"b""Why can't Chinese people have white babies?\n\nBecause two Wongs don't make a white"""
835013228602277888,2017-02-24 06:27:22,b'The uterus is the ultimate 3d printer'
834079126411702272,2017-02-21 16:35:34,"b'If nothing can travel faster than the speed of light, how come I see women drivers turn before I see their signal light?'"
833633904124891136,2017-02-20 11:06:25,"b'If time is money, and money is the root of all evil, then wasting time is fighting evil.'"
833633690009890816,2017-02-20 11:05:34,b'waiting for the day Trump eats a snickers and turns back into Obama.'
833633552466112512,2017-02-20 11:05:01,"b'What if mirrors are actually portals to another dimension, but you just cant pass, cause the other you is blocking you'"
833633261163335680,2017-02-20 11:03:52,b'My definition of a period: Uterus wants baby. Uterus doesn\xe2\x80\x99t get baby. Uterus wants revenge.'
833633156867686401,2017-02-20 11:03:27,"b""People who'll spend lottery winnings sensibly never win the lottery because they are sensible enough not to waste money on lottery tickets."""
833632821281435649,2017-02-20 11:02:07,b'People who think money can\xe2\x80\x99t buy happiness usually are lacking one or the other'
832486571676872707,2017-02-17 07:07:20,b'White boards are remarkable.'
832486223234994176,2017-02-17 07:05:57,"b'2016 sucked so bad, I haven\xe2\x80\x99t once forgotten to put 2017 when writing out the date.'"
832485446324072448,2017-02-17 07:02:51,b'Am I the only person on the planet who doesn\xe2\x80\x99t give a single fuck about Beyonc\xc3\xa9?'
832484334233718784,2017-02-17 06:58:26,"b'World War One started with an assassination, World War Two started with a military invasion, World War Three could start with a tweet.'"
832484112921300992,2017-02-17 06:57:33,b'Shy people are like a really slow-loading file; most people won\xe2\x80\x99t stick around long enough to get to the awesome content.'
831053212497100801,2017-02-13 08:11:40,b'If abortion is murder then condom is kidnapping.'
830292741695348736,2017-02-11 05:49:50,"b""Donald Trump's tweets are going to be important historical texts"""
830037294677708800,2017-02-10 12:54:47,b'Every morning millions of people literally race to a place where they don\xe2\x80\x99t want to be.'
830036485701263360,2017-02-10 12:51:34,b'My lemonade has artificial flavor while my dish soap contains real lemon juice.'
829347313650958339,2017-02-08 15:13:02,"b'Every photo is HD until it\xe2\x80\x99s a photo of bigfoot, a UFO, the Loch Ness monster'"
829218373640798209,2017-02-08 06:40:41,b'Only in mathematics can a problem have infinite solutions and yet somehow I still end up with a wrong answer.'
829218172146446338,2017-02-08 06:39:53,b'Men who tie their hair into a tiny ponytail on top of their heads are statistically more likely to shave their vaginas than men who don\xe2\x80\x99t.'
829026803746537473,2017-02-07 17:59:27,b'People these days are more afraid to show their true feelings than showing their genitals'
828631146716098560,2017-02-06 15:47:15,"b'When a woman is giving birth, she is literally kidding.'"
828631020199108608,2017-02-06 15:46:45,"b'If Russia is \xe2\x80\x9cthe Motherland\xe2\x80\x9d and Germany is \xe2\x80\x9cthe Fatherland,\xe2\x80\x9d then WW2 was one of the worst divorces in history.'"
828123644001972224,2017-02-05 06:10:37,b'You never really understand just how little people care about your opinion until you post it on the Internet'
828123031528734720,2017-02-05 06:08:11,"b'If I woke up with a superpower, I\xe2\x80\x99m 100% sure I\xe2\x80\x99ll be a villain'"
828120150285115392,2017-02-05 05:56:44,"b""God wrote many books to bitch about satan . Satan didnot\npublish any book bitching about god . He's the bigger man."""
827901900112670720,2017-02-04 15:29:29,b'Make Germany great again'
827141775525556224,2017-02-02 13:09:01,"b""Don't forget that in next 130-140 years all 7,481,612,466 people will be dead"""
827141558789033984,2017-02-02 13:08:09,b'Would you be imprisoned for refusing to leave prison?'
827141080521068544,2017-02-02 13:06:15,"b'The more medical students I meet, the less I trust doctors.'"
826128818712756225,2017-01-30 18:03:53,"b'If humans go extinct, literally no one will care.'"
826128694435598337,2017-01-30 18:03:24,b'I remember when the weather was the least trusted part of the news'
826058651064467457,2017-01-30 13:25:04,"b'Cactus are the most antisocial plant, they grow in the middle of the desert and still like, \xe2\x80\x9cDon\xe2\x80\x99t fucking come near me\xe2\x80\x9d.'"
825763334926524417,2017-01-29 17:51:35,"b'Guys, the USA is looking pretty bad...\n\nI think its time for USB.'"
825607032657104896,2017-01-29 07:30:30,b'First time a Politician did what he promised and the whole world went crazy.'
825595607997902849,2017-01-29 06:45:06,"b""Why is that in every funeral they talk good about the deceased guy? Why can't we just say he was a fucking asshole and its good he's dead"""
825041144929202176,2017-01-27 18:01:52,b'Imagine you are watching Trump at the WWE Wrestlemania in 2006 before you went into coma. Then you woke up in Jan 2017.'
824983586663182337,2017-01-27 14:13:09,"b'There is nothing in life I\xe2\x80\x99ve practiced more than falling asleep and waking up, and I still suck at both.'"
824677785927032832,2017-01-26 17:58:00,"b'Suicide is for kids, real Men do engineering.'"
824592064495185928,2017-01-26 12:17:23,"b'We only have only one birthday, and the rest are just anniversaries.'"
824295536094285825,2017-01-25 16:39:05,b'Your bed is pretty much just a charger for your body'
824139472254173186,2017-01-25 06:18:56,b'The creator of photoshop could have had a lot of fun if he did not tell anyone.'
824139022771613696,2017-01-25 06:17:09,b'it feels like it\xe2\x80\x99s been January for about two months.'
823525784489000960,2017-01-23 13:40:22,"b'If Donald Trump gets shot, his bodyguard say \xe2\x80\x9cDonald Duck\xe2\x80\x9d'"
823108403748802560,2017-01-22 10:01:50,b'Nobody has ever been in an empty room'
821760954195120130,2017-01-18 16:47:33,b'Good health is merely the slowest possible rate at which one can die.'
821759292999159808,2017-01-18 16:40:57,"b'Serotonin, dopamine and endorphins are technically the only things you enjoy.'"
821758966304821249,2017-01-18 16:39:39,"b'When you\xe2\x80\x99re sick you realize how much you take health for granted, but the second you\xe2\x80\x99re healthy again you think nothing of it'"
